mean_x,mean_y,mean_z,min_x,min_y,min_z,max_x,max_y,max_z,median_x,median_y,median_z
0.13323,0.14693,-1.00636,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13362,0.14661,-1.00648,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13326,0.14612,-1.00645,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13296,0.14612,-1.00657,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13239,0.14645,-1.00687,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13209,0.14661,-1.00678,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13233,0.14667,-1.00666,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13257,0.14658,-1.0066,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13269,0.14685,-1.00651,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13287,0.14673,-1.00642,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13284,0.14676,-1.00666,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13242,0.14654,-1.00684,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13191,0.14608,-1.00681,0.126,0.141,-1.012,0.138,0.152,-1.003,0.129,0.147,-1.006
0.13179,0.14649,-1.00711,0.129,0.141,-1.012,0.138,0.152,-1.003,0.129,0.147,-1.006
0.13248,0.14668,-1.00705,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13275,0.14634,-1.00675,0.126,0.141,-1.009,0.135,0.152,-1.003,0.135,0.147,-1.006
0.13266,0.1464,-1.00645,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13296,0.14637,-1.00651,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13299,0.14621,-1.00687,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13212,0.14641,-1.00669,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13209,0.14637,-1.0063,0.126,0.141,-1.009,0.138,0.152,-0.997,0.135,0.147,-1.006
0.13308,0.14603,-1.0066,0.126,0.141,-1.009,0.138,0.152,-0.997,0.135,0.147,-1.006
0.13248,0.1461,-1.00693,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13149,0.14646,-1.00681,0.126,0.144,-1.012,0.138,0.152,-1.003,0.129,0.147,-1.006
0.1317,0.14604,-1.00708,0.126,0.141,-1.009,0.138,0.152,-1.003,0.129,0.147,-1.006
0.13254,0.14584,-1.00717,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13314,0.14624,-1.0069,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13302,0.14639,-1.00645,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13344,0.14651,-1.00639,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1329,0.14657,-1.00699,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13242,0.14671,-1.00699,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13269,0.14646,-1.00699,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13245,0.14612,-1.00714,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13236,0.1462,-1.00687,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1323,0.14677,-1.00666,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13266,0.14664,-1.00669,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13284,0.14621,-1.00681,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13224,0.14631,-1.00684,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13215,0.14643,-1.00672,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1329,0.14637,-1.0066,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13308,0.14624,-1.00627,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13263,0.14674,-1.00594,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13242,0.14666,-1.00657,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13254,0.14605,-1.00687,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13314,0.14591,-1.0066,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13326,0.14614,-1.00636,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13311,0.1466,-1.00627,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13287,0.14661,-1.00675,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13257,0.14637,-1.00702,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13296,0.14658,-1.00669,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13329,0.14663,-1.00657,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1332,0.14667,-1.00621,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13287,0.1467,-1.00597,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13266,0.14662,-1.00615,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13236,0.14663,-1.00645,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13263,0.14639,-1.00696,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13242,0.14627,-1.00684,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13176,0.14664,-1.0066,0.126,0.141,-1.012,0.138,0.152,-1.003,0.129,0.147,-1.006
0.132,0.14692,-1.00672,0.129,0.141,-1.012,0.138,0.152,-1.003,0.129,0.147,-1.006
0.13278,0.14685,-1.00678,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13338,0.14658,-1.00672,0.126,0.144,-1.012,0.138,0.152,-0.997,0.135,0.147,-1.006
0.13308,0.14645,-1.00684,0.129,0.144,-1.012,0.138,0.152,-0.997,0.135,0.147,-1.006
0.13323,0.14646,-1.0069,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13323,0.14664,-1.00681,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13272,0.14709,-1.00654,0.129,0.144,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13284,0.14695,-1.00645,0.129,0.144,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13308,0.14662,-1.00663,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13296,0.14643,-1.00654,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13257,0.14665,-1.00651,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13266,0.14687,-1.00669,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13281,0.14672,-1.00699,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1329,0.14656,-1.00726,0.129,0.144,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13314,0.1467,-1.00684,0.126,0.144,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13302,0.14684,-1.00624,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13299,0.14662,-1.00621,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13266,0.14679,-1.00642,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13221,0.1467,-1.0069,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13245,0.14683,-1.00708,0.126,0.141,-1.009,0.135,0.152,-1.003,0.135,0.147,-1.006
0.13257,0.14665,-1.00699,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13254,0.1465,-1.00717,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1329,0.1468,-1.00705,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13272,0.14675,-1.00687,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13227,0.14664,-1.0069,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13242,0.14635,-1.00708,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13266,0.14626,-1.00723,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13266,0.14629,-1.00687,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13275,0.14638,-1.00666,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13263,0.14664,-1.00648,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13239,0.14676,-1.00639,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13269,0.14681,-1.0066,0.123,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13317,0.14685,-1.00681,0.114,0.123,-1.018,0.144,0.167,-0.994,0.135,0.147,-1.006
0.13272,0.14659,-1.00732,0.103,0.123,-1.021,0.161,0.167,-0.994,0.135,0.147,-1.006
0.13369,0.14707,-1.0072,0.094,0.123,-1.021,0.167,0.185,-0.982,0.135,0.147,-1.006
0.13406,0.14818,-1.00633,0.088,0.123,-1.021,0.167,0.185,-0.982,0.1365,0.147,-1.006
0.13375,0.14823,-1.00615,0.088,0.129,-1.018,0.167,0.167,-0.994,0.135,0.147,-1.006
0.13392,0.14736,-1.00684,0.114,0.138,-1.012,0.15,0.155,-0.997,0.135,0.147,-1.006
0.1329,0.14698,-1.00696,0.126,0.141,-1.012,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13296,0.14644,-1.00678,0.126,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13374,0.14639,-1.00699,0.126,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13437,0.14662,-1.0069,0.126,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13374,0.14645,-1.0066,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1332,0.14669,-1.00687,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13401,0.14675,-1.00669,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13446,0.14668,-1.00615,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13407,0.14659,-1.00603,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13434,0.14662,-1.00591,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1347,0.1466,-1.00609,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1341,0.1464,-1.00654,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1338,0.14662,-1.00654,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13371,0.14668,-1.00666,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13362,0.14637,-1.00714,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13353,0.14682,-1.00681,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13344,0.14734,-1.00618,0.123,0.141,-1.012,0.144,0.158,-0.994,0.135,0.147,-1.006
0.13427,0.1471,-1.00609,0.114,0.141,-1.021,0.152,0.158,-0.994,0.135,0.147,-1.006
0.13451,0.14675,-1.0063,0.114,0.144,-1.021,0.152,0.152,-0.997,0.135,0.147,-1.006
0.13461,0.14682,-1.00642,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13479,0.14691,-1.00642,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13464,0.14662,-1.00645,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13485,0.14679,-1.00657,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13497,0.14711,-1.0069,0.129,0.141,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13497,0.14701,-1.00681,0.129,0.144,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13488,0.14688,-1.00666,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13449,0.1467,-1.00687,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13467,0.14691,-1.00702,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13479,0.14744,-1.00711,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13431,0.14748,-1.0069,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13431,0.14709,-1.00672,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1341,0.14681,-1.00678,0.129,0.138,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13416,0.14628,-1.00687,0.123,0.132,-1.012,0.144,0.161,-1.003,0.135,0.147,-1.006
0.13404,0.14729,-1.00678,0.123,0.132,-1.012,0.144,0.161,-1.003,0.135,0.147,-1.006
0.13388,0.14775,-1.0069,0.114,0.132,-1.018,0.155,0.161,-1.003,0.135,0.147,-1.006
0.13451,0.14745,-1.00666,0.114,0.138,-1.018,0.155,0.158,-1.003,0.135,0.147,-1.006
0.13482,0.14806,-1.00648,0.129,0.141,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13461,0.14789,-1.00651,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13446,0.14729,-1.00636,0.129,0.144,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13461,0.1468,-1.00624,0.129,0.144,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13485,0.14705,-1.00624,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13509,0.14723,-1.00642,0.129,0.141,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13509,0.147,-1.00636,0.126,0.141,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.1344,0.14687,-1.00636,0.126,0.141,-1.009,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13398,0.14723,-1.0066,0.126,0.144,-1.009,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13413,0.14729,-1.00666,0.126,0.144,-1.009,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13404,0.14734,-1.00663,0.126,0.144,-1.009,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13371,0.14708,-1.00687,0.126,0.141,-1.009,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13344,0.14667,-1.00699,0.126,0.141,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13347,0.14681,-1.00699,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13356,0.14659,-1.0069,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13362,0.14631,-1.00693,0.126,0.141,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13368,0.14635,-1.00702,0.126,0.141,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.1338,0.14672,-1.00696,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13383,0.14685,-1.0072,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13344,0.14671,-1.00711,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13317,0.14691,-1.00699,0.126,0.144,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.1332,0.14674,-1.0072,0.126,0.141,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13365,0.14697,-1.00684,0.126,0.141,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13368,0.14716,-1.00642,0.12,0.141,-1.012,0.144,0.152,-0.997,0.135,0.147,-1.006
0.13335,0.14665,-1.00678,0.12,0.141,-1.012,0.144,0.155,-0.997,0.135,0.147,-1.006
0.13335,0.14708,-1.00714,0.126,0.141,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13323,0.14749,-1.00681,0.126,0.141,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13329,0.14707,-1.00687,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13341,0.14651,-1.00723,0.126,0.141,-1.009,0.141,0.152,-1.006,0.135,0.147,-1.006
0.13362,0.147,-1.00708,0.114,0.141,-1.012,0.144,0.155,-1.003,0.135,0.147,-1.006
0.13356,0.14745,-1.00705,0.114,0.141,-1.012,0.144,0.155,-1.003,0.135,0.147,-1.006
0.13317,0.14733,-1.00714,0.123,0.141,-1.012,0.144,0.155,-1.003,0.135,0.147,-1.006
0.13284,0.14718,-1.00699,0.126,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13293,0.14661,-1.00711,0.126,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13302,0.14627,-1.00708,0.126,0.141,-1.012,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13305,0.14637,-1.00687,0.126,0.141,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13344,0.14644,-1.00675,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1332,0.14681,-1.0066,0.126,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13335,0.14742,-1.00684,0.126,0.141,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13356,0.14704,-1.00687,0.126,0.144,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13293,0.14644,-1.00675,0.126,0.141,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13281,0.14673,-1.00684,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13317,0.14729,-1.00702,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1332,0.1473,-1.00699,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13335,0.14698,-1.00675,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13368,0.14699,-1.00636,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13362,0.14711,-1.00636,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13329,0.14688,-1.00672,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13311,0.14674,-1.00702,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13362,0.14689,-1.0072,0.126,0.141,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13395,0.14705,-1.00714,0.129,0.141,-1.012,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13335,0.14702,-1.00735,0.126,0.141,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.1332,0.1471,-1.00723,0.126,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13386,0.14707,-1.00702,0.129,0.141,-1.012,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13419,0.14721,-1.00696,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13383,0.14725,-1.00708,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13359,0.14746,-1.00717,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13383,0.14744,-1.00699,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13389,0.14663,-1.00696,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1338,0.14677,-1.00702,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13407,0.14719,-1.00672,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13386,0.14681,-1.00639,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13392,0.14662,-1.0066,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13383,0.14695,-1.00669,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13293,0.1472,-1.00681,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13308,0.14701,-1.0072,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13311,0.14701,-1.00717,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13281,0.14719,-1.0069,0.126,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13314,0.14688,-1.00666,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13308,0.14667,-1.00651,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13332,0.14692,-1.00648,0.129,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13365,0.14712,-1.00663,0.129,0.144,-1.012,0.138,0.152,-0.997,0.135,0.147,-1.006
0.13371,0.14718,-1.00687,0.129,0.141,-1.012,0.138,0.152,-0.997,0.135,0.147,-1.006
0.13353,0.14694,-1.00702,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13314,0.14676,-1.00723,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13305,0.14686,-1.00729,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13311,0.14689,-1.00708,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13356,0.14711,-1.00663,0.126,0.141,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13395,0.14702,-1.0066,0.126,0.141,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.1338,0.14676,-1.00681,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13344,0.1466,-1.00663,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13359,0.14662,-1.00666,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13434,0.14703,-1.00684,0.129,0.144,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13437,0.14675,-1.00678,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13377,0.14653,-1.00684,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13365,0.14695,-1.00714,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13365,0.14729,-1.00693,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13401,0.14708,-1.0063,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13365,0.14645,-1.00645,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13335,0.14638,-1.00702,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13392,0.14661,-1.00711,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13386,0.14712,-1.0069,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13392,0.14719,-1.00687,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13347,0.14709,-1.00702,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13326,0.14705,-1.0066,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1338,0.14682,-1.00642,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13401,0.14694,-1.00693,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13437,0.14695,-1.00666,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13407,0.14658,-1.00636,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13407,0.1467,-1.00669,0.126,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1344,0.1469,-1.00687,0.126,0.144,-1.009,0.141,0.152,-1.003,0.135,0.147,-1.006
0.1338,0.14693,-1.00675,0.126,0.141,-1.009,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13311,0.14684,-1.00666,0.126,0.141,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13335,0.14768,-1.00636,0.094,0.129,-1.021,0.176,0.17,-0.994,0.135,0.147,-1.006
0.13378,0.14679,-1.00612,0.094,0.126,-1.021,0.176,0.173,-0.994,0.135,0.147,-1.006
0.1336,0.14673,-1.00666,0.12,0.126,-1.012,0.152,0.173,-0.994,0.135,0.147,-1.006
0.13344,0.14771,-1.00705,0.126,0.132,-1.012,0.141,0.161,-1.003,0.135,0.147,-1.006
0.13376,0.14719,-1.00657,0.103,0.123,-1.018,0.155,0.167,-0.997,0.135,0.147,-1.006
0.13385,0.14765,-1.00636,0.103,0.123,-1.018,0.155,0.167,-0.997,0.135,0.147,-1.006
0.13419,0.14778,-1.00651,0.12,0.138,-1.012,0.141,0.158,-1.003,0.135,0.147,-1.006
0.13425,0.14706,-1.00651,0.12,0.138,-1.012,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13401,0.14648,-1.00669,0.123,0.138,-1.009,0.141,0.155,-1.003,0.135,0.147,-1.006
0.13404,0.14706,-1.00672,0.126,0.141,-1.012,0.141,0.152,-1.003,0.135,0.147,-1.006
0.13419,0.14736,-1.00663,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13461,0.14735,-1.00666,0.129,0.144,-1.009,0.138,0.152,-1.003,0.135,0.147,-1.006
0.13413,0.14723,-1.00654,0.129,0.144,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.13413,0.14696,-1.00621,0.129,0.144,-1.009,0.138,0.155,-1.003,0.135,0.147,-1.006
0.1347,0.14653,-1.00615,0.129,0.144,-1.009,0.138,0.152,-0.997,0.135,0.147,-1.006
0.13437,0.14658,-1.0066,0.126,0.144,-1.012,0.138,0.152,-0.997,0.135,0.147,-1.006
0.1344,0.14657,-1.00678,0.126,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
0.1347,0.14668,-1.00651,0.129,0.141,-1.012,0.138,0.152,-1.003,0.135,0.147,-1.006
