mean_x,mean_y,mean_z,min_x,min_y,min_z,max_x,max_y,max_z,median_x,median_y,median_z
0.14923,-1.00973,-0.09717,0.129,-1.023,-0.12,0.164,-1.0,-0.076,0.15,-1.009,-0.1
0.14952,-1.01031,-0.09781,0.129,-1.023,-0.117,0.167,-1.0,-0.076,0.15,-1.012,-0.097
0.14883,-1.01041,-0.10399,0.138,-1.018,-0.117,0.167,-1.0,-0.091,0.15,-1.012,-0.106
0.14747,-1.00984,-0.10542,0.138,-1.015,-0.12,0.155,-1.003,-0.091,0.15,-1.0105,-0.106
0.14901,-1.0102,-0.10272,0.141,-1.015,-0.12,0.155,-1.003,-0.091,0.15,-1.012,-0.103
0.15094,-1.01068,-0.09664,0.141,-1.015,-0.106,0.155,-1.003,-0.085,0.152,-1.012,-0.097
0.15204,-1.01041,-0.09448,0.15,-1.015,-0.103,0.155,-1.003,-0.085,0.152,-1.012,-0.094
0.15159,-1.01074,-0.09658,0.141,-1.018,-0.106,0.155,-1.003,-0.091,0.152,-1.012,-0.097
0.15114,-1.01086,-0.10054,0.141,-1.018,-0.109,0.155,-1.0,-0.091,0.152,-1.012,-0.103
0.1514,-1.0105,-0.10237,0.144,-1.015,-0.109,0.155,-1.0,-0.097,0.152,-1.012,-0.103
0.15215,-1.00999,-0.10012,0.144,-1.015,-0.106,0.161,-1.003,-0.091,0.152,-1.009,-0.103
0.15295,-1.00936,-0.09847,0.144,-1.015,-0.106,0.161,-1.003,-0.091,0.152,-1.009,-0.097
0.15197,-1.01017,-0.10039,0.144,-1.015,-0.109,0.161,-1.003,-0.094,0.152,-1.009,-0.103
0.15107,-1.01068,-0.10274,0.126,-1.015,-0.117,0.17,-1.003,-0.091,0.152,-1.012,-0.103
0.14928,-1.01038,-0.10345,0.126,-1.015,-0.117,0.17,-1.0,-0.091,0.152,-1.012,-0.103
0.14934,-1.0105,-0.10167,0.126,-1.015,-0.111,0.164,-1.0,-0.094,0.152,-1.012,-0.103
0.15169,-1.01032,-0.09916,0.144,-1.015,-0.106,0.161,-1.003,-0.094,0.152,-1.012,-0.097
0.15123,-1.01029,-0.10027,0.144,-1.015,-0.106,0.161,-1.003,-0.094,0.152,-1.009,-0.103
0.14994,-1.01035,-0.1024,0.141,-1.015,-0.109,0.155,-1.003,-0.091,0.15,-1.009,-0.103
0.15006,-1.01053,-0.10252,0.141,-1.018,-0.109,0.155,-1.003,-0.091,0.15,-1.009,-0.103
0.15229,-1.00993,-0.10105,0.144,-1.018,-0.109,0.161,-1.0,-0.091,0.152,-1.009,-0.103
0.15227,-1.00966,-0.1009,0.144,-1.015,-0.109,0.161,-1.0,-0.091,0.152,-1.009,-0.103
0.15081,-1.01068,-0.10123,0.144,-1.018,-0.109,0.164,-1.003,-0.085,0.15,-1.012,-0.103
0.15029,-1.0098,-0.10045,0.129,-1.026,-0.117,0.164,-0.997,-0.085,0.15,-1.009,-0.103
0.14934,-1.00959,-0.10374,0.12,-1.026,-0.132,0.182,-0.997,-0.082,0.152,-1.0105,-0.103
0.14598,-1.00978,-0.1075,0.114,-1.018,-0.132,0.182,-1.0,-0.082,0.144,-1.012,-0.106
0.14458,-1.00954,-0.10753,0.114,-1.018,-0.123,0.17,-1.0,-0.091,0.144,-1.012,-0.106
0.14422,-1.01053,-0.10851,0.135,-1.018,-0.117,0.155,-1.0,-0.091,0.144,-1.012,-0.109
0.14327,-1.01038,-0.1093,0.135,-1.015,-0.117,0.152,-1.003,-0.103,0.144,-1.012,-0.109
0.14456,-1.0102,-0.10841,0.135,-1.015,-0.111,0.152,-1.003,-0.103,0.144,-1.009,-0.109
0.14664,-1.00987,-0.10741,0.135,-1.015,-0.111,0.152,-1.0,-0.097,0.15,-1.009,-0.109
0.14797,-1.00957,-0.10746,0.135,-1.018,-0.12,0.155,-1.0,-0.097,0.15,-1.009,-0.106
0.14742,-1.00987,-0.10895,0.129,-1.018,-0.12,0.164,-1.0,-0.097,0.15,-1.009,-0.109
0.14552,-1.00987,-0.10983,0.129,-1.015,-0.12,0.164,-1.0,-0.103,0.144,-1.009,-0.109
0.14453,-1.01002,-0.10988,0.138,-1.015,-0.117,0.152,-1.0,-0.106,0.144,-1.009,-0.109
0.14541,-1.00975,-0.10918,0.141,-1.015,-0.117,0.15,-1.0,-0.103,0.144,-1.009,-0.109
0.14695,-1.00957,-0.10624,0.141,-1.015,-0.117,0.152,-1.0,-0.097,0.144,-1.009,-0.106
0.14756,-1.01002,-0.10491,0.141,-1.018,-0.117,0.152,-1.003,-0.094,0.15,-1.009,-0.106
0.14672,-1.01102,-0.10608,0.141,-1.047,-0.117,0.155,-1.003,-0.094,0.144,-1.009,-0.106
0.15012,-1.00852,-0.10955,0.129,-1.056,-0.132,0.179,-0.982,-0.091,0.15,-1.009,-0.109
0.1549,-1.00737,-0.10984,0.129,-1.056,-0.135,0.182,-0.982,-0.082,0.155,-1.009,-0.109
0.15323,-1.00895,-0.10787,0.135,-1.026,-0.135,0.182,-0.985,-0.082,0.152,-1.0105,-0.106
0.1499,-1.00778,-0.11224,0.138,-1.026,-0.132,0.167,-0.985,-0.103,0.15,-1.009,-0.111
0.14876,-1.00819,-0.11474,0.135,-1.018,-0.132,0.167,-0.997,-0.103,0.15,-1.009,-0.111
0.14826,-1.00936,-0.11227,0.135,-1.015,-0.123,0.161,-1.0,-0.106,0.15,-1.009,-0.111
0.15024,-1.00963,-0.1096,0.141,-1.015,-0.117,0.155,-1.0,-0.103,0.15,-1.009,-0.109
0.15242,-1.00873,-0.10555,0.144,-1.015,-0.117,0.161,-1.003,-0.094,0.152,-1.009,-0.106
0.15099,-1.00836,-0.10288,0.129,-1.023,-0.12,0.167,-0.997,-0.079,0.152,-1.009,-0.1045
0.15004,-1.00941,-0.10005,0.123,-1.023,-0.12,0.179,-0.997,-0.076,0.15,-1.012,-0.103
0.15032,-1.00984,-0.09793,0.123,-1.018,-0.111,0.179,-1.0,-0.076,0.15,-1.009,-0.097
0.14938,-1.00987,-0.10022,0.129,-1.018,-0.111,0.167,-0.997,-0.082,0.15,-1.009,-0.103
0.14839,-1.00978,-0.10363,0.138,-1.018,-0.111,0.164,-0.997,-0.085,0.15,-1.009,-0.106
0.14748,-1.00957,-0.10715,0.138,-1.018,-0.117,0.161,-1.003,-0.094,0.15,-1.009,-0.109
0.14818,-1.00975,-0.10722,0.138,-1.015,-0.117,0.152,-1.003,-0.097,0.15,-1.009,-0.106
0.1479,-1.00993,-0.10711,0.141,-1.015,-0.117,0.152,-1.003,-0.097,0.15,-1.009,-0.106
0.14827,-1.00906,-0.10812,0.141,-1.015,-0.117,0.152,-1.003,-0.097,0.15,-1.009,-0.109
0.14836,-1.00921,-0.10805,0.141,-1.015,-0.117,0.152,-1.0,-0.103,0.15,-1.009,-0.109
0.14586,-1.00963,-0.10907,0.138,-1.015,-0.117,0.152,-1.0,-0.103,0.144,-1.009,-0.109
0.14504,-1.00972,-0.1101,0.138,-1.015,-0.12,0.152,-1.003,-0.103,0.144,-1.009,-0.109
0.14643,-1.00975,-0.1089,0.138,-1.015,-0.12,0.152,-1.003,-0.103,0.144,-1.009,-0.109
0.14772,-1.00942,-0.10743,0.141,-1.015,-0.111,0.152,-1.003,-0.103,0.15,-1.009,-0.109
0.14723,-1.00996,-0.1079,0.141,-1.015,-0.111,0.152,-1.003,-0.103,0.15,-1.009,-0.109
0.14637,-1.01123,-0.10831,0.138,-1.032,-0.111,0.155,-1.003,-0.097,0.144,-1.012,-0.109
0.1459,-1.00916,-0.11089,0.123,-1.032,-0.144,0.164,-0.985,-0.097,0.147,-1.009,-0.109
0.14607,-1.00822,-0.11176,0.123,-1.015,-0.144,0.17,-0.985,-0.094,0.15,-1.009,-0.111
0.14787,-1.00975,-0.10868,0.123,-1.015,-0.123,0.17,-1.003,-0.094,0.15,-1.009,-0.109
0.14872,-1.00945,-0.10801,0.141,-1.015,-0.117,0.155,-1.003,-0.103,0.15,-1.009,-0.109
0.14685,-1.00951,-0.10965,0.141,-1.018,-0.12,0.152,-1.003,-0.103,0.144,-1.009,-0.109
0.14706,-1.0096,-0.10968,0.141,-1.018,-0.12,0.152,-1.003,-0.103,0.15,-1.009,-0.109
0.149,-1.00939,-0.10863,0.144,-1.015,-0.117,0.152,-1.003,-0.103,0.15,-1.009,-0.109
0.14808,-1.00939,-0.10892,0.141,-1.015,-0.117,0.152,-1.003,-0.103,0.15,-1.009,-0.109
0.14763,-1.00873,-0.11098,0.123,-1.015,-0.123,0.167,-0.991,-0.097,0.15,-1.009,-0.111
0.14463,-1.00923,-0.11427,0.12,-1.026,-0.138,0.167,-0.991,-0.094,0.15,-1.009,-0.111
0.14314,-1.00941,-0.1155,0.12,-1.026,-0.138,0.164,-0.997,-0.094,0.144,-1.009,-0.117
0.1451,-1.00903,-0.11346,0.126,-1.018,-0.129,0.161,-0.997,-0.103,0.144,-1.009,-0.111
0.14577,-1.00981,-0.10998,0.138,-1.015,-0.129,0.152,-1.0,-0.103,0.144,-1.009,-0.109
0.14748,-1.01002,-0.10565,0.141,-1.015,-0.117,0.155,-1.003,-0.094,0.15,-1.009,-0.106
0.15275,-1.0098,-0.09846,0.141,-1.023,-0.111,0.167,-1.0,-0.079,0.152,-1.009,-0.097
0.15673,-1.00854,-0.09453,0.135,-1.023,-0.117,0.176,-0.991,-0.076,0.155,-1.009,-0.094
0.15483,-1.00957,-0.09694,0.135,-1.018,-0.117,0.176,-0.991,-0.076,0.155,-1.012,-0.097
0.15217,-1.01059,-0.09961,0.144,-1.018,-0.106,0.164,-1.003,-0.085,0.152,-1.012,-0.097
0.15057,-1.0102,-0.10027,0.144,-1.015,-0.109,0.155,-1.003,-0.091,0.15,-1.009,-0.103
0.14982,-1.01089,-0.10078,0.141,-1.015,-0.117,0.155,-1.003,-0.091,0.15,-1.012,-0.103
0.1494,-1.0111,-0.10129,0.141,-1.015,-0.117,0.152,-1.003,-0.094,0.15,-1.012,-0.103
0.14924,-1.01089,-0.10174,0.141,-1.015,-0.109,0.152,-1.003,-0.094,0.15,-1.012,-0.103
0.14937,-1.01098,-0.10213,0.141,-1.015,-0.109,0.155,-1.003,-0.094,0.15,-1.012,-0.103
0.1504,-1.01148,-0.10213,0.144,-1.023,-0.109,0.161,-1.003,-0.094,0.15,-1.012,-0.103
0.15287,-1.01034,-0.09787,0.144,-1.023,-0.109,0.167,-1.0,-0.082,0.152,-1.012,-0.097
0.15563,-1.00921,-0.09138,0.138,-1.029,-0.117,0.176,-0.997,-0.065,0.155,-1.009,-0.0925
0.15446,-1.00987,-0.09081,0.138,-1.029,-0.117,0.176,-0.997,-0.065,0.152,-1.009,-0.091
0.15153,-1.01022,-0.08876,0.123,-1.023,-0.106,0.17,-0.997,-0.029,0.152,-1.012,-0.091
0.1144,-1.01183,0.00264,0.018,-1.032,-0.106,0.17,-0.985,0.305,0.1275,-1.0135,-0.056
-0.00033,-0.95955,0.26103,-0.129,-1.032,-0.067,0.141,-0.842,0.534,0.0105,-0.978,0.3095
-0.08378,-0.89258,0.45504,-0.129,-0.971,0.314,0.003,-0.839,0.534,-0.088,-0.889,0.457
-0.07106,-0.85859,0.51892,-0.129,-0.918,0.434,-0.026,-0.76,0.654,-0.067,-0.871,0.507
-0.04591,-0.80558,0.60332,-0.073,-0.909,0.446,-0.018,-0.754,0.663,-0.0455,-0.786,0.642
-0.04396,-0.80113,0.61216,-0.065,-0.871,0.501,-0.018,-0.754,0.663,-0.047,-0.789,0.625
-0.05245,-0.87487,0.49437,-0.07,-0.962,0.323,-0.026,-0.783,0.622,-0.056,-0.8695,0.5
-0.01198,-0.96172,0.28373,-0.07,-1.056,-0.018,0.144,-0.868,0.499,-0.038,-0.959,0.3215
0.08295,-1.00793,0.04789,-0.041,-1.076,-0.094,0.185,-0.953,0.32,0.091,-1.006,-0.009
0.12572,-1.01281,-0.06916,0.07,-1.076,-0.097,0.185,-0.982,0.009,0.126,-1.012,-0.076
0.11802,-1.01394,-0.08387,0.079,-1.032,-0.109,0.164,-0.997,-0.056,0.117,-1.015,-0.082
0.11487,-1.01474,-0.09301,0.088,-1.038,-0.111,0.152,-0.991,-0.07,0.111,-1.0135,-0.0925
0.11164,-1.01391,-0.09702,0.088,-1.038,-0.111,0.135,-0.991,-0.076,0.111,-1.012,-0.097
0.11285,-1.01347,-0.09693,0.1,-1.029,-0.111,0.123,-1.0,-0.082,0.111,-1.012,-0.097
0.11133,-1.01465,-0.08708,0.097,-1.038,-0.109,0.126,-0.997,-0.044,0.111,-1.015,-0.094
0.12342,-1.01483,-0.06222,0.097,-1.038,-0.106,0.152,-0.997,-0.035,0.123,-1.015,-0.056
0.1428,-1.01308,-0.04543,0.114,-1.032,-0.067,0.194,-0.988,-0.012,0.141,-1.012,-0.047
0.14974,-1.01356,-0.04361,0.109,-1.038,-0.067,0.199,-0.988,-0.012,0.152,-1.012,-0.044
0.15168,-1.01358,-0.04544,0.109,-1.038,-0.065,0.199,-0.991,-0.023,0.152,-1.0135,-0.05
0.15363,-1.01207,-0.04731,0.135,-1.023,-0.067,0.17,-0.991,-0.029,0.155,-1.012,-0.05
0.15267,-1.01257,-0.04926,0.138,-1.023,-0.067,0.17,-1.0,-0.029,0.152,-1.012,-0.05
0.14634,-1.01361,-0.05288,0.135,-1.026,-0.065,0.164,-1.003,-0.041,0.144,-1.015,-0.053
0.1413,-1.01397,-0.05812,0.126,-1.026,-0.082,0.152,-1.003,-0.044,0.141,-1.015,-0.056
0.14219,-1.01388,-0.06413,0.126,-1.026,-0.082,0.152,-1.003,-0.044,0.141,-1.015,-0.065
0.14331,-1.01323,-0.06674,0.135,-1.023,-0.079,0.152,-1.003,-0.053,0.1425,-1.012,-0.067
0.1436,-1.01375,-0.06376,0.129,-1.044,-0.082,0.164,-0.991,-0.023,0.141,-1.015,-0.065
0.15369,-1.01156,-0.0562,0.129,-1.044,-0.085,0.199,-0.977,0.0,0.15,-1.015,-0.059
0.16642,-1.00749,-0.04412,0.129,-1.041,-0.085,0.199,-0.977,0.015,0.167,-1.003,-0.044
0.1663,-1.01179,-0.03314,0.129,-1.161,-0.097,0.211,-0.962,0.05,0.164,-1.003,-0.038
0.16297,-1.0136,-0.0291,0.129,-1.161,-0.109,0.211,-0.962,0.05,0.161,-1.012,-0.029
0.15949,-1.01049,-0.0361,0.138,-1.082,-0.109,0.191,-0.968,0.012,0.155,-1.015,-0.0395
0.15235,-1.01019,-0.02668,0.123,-1.041,-0.065,0.191,-0.974,0.053,0.151,-1.012,-0.038
0.12582,-1.00853,0.06568,0.085,-1.041,-0.065,0.179,-0.974,0.211,0.123,-1.012,0.0515
0.09756,-1.00314,0.17702,0.073,-1.023,0.05,0.123,-0.988,0.232,0.097,-1.0015,0.2035
0.05642,-0.99986,0.22396,-0.088,-1.026,0.191,0.1,-0.968,0.264,0.0835,-1.0,0.22
-0.0782,-0.98334,0.21813,-0.211,-1.026,0.173,0.088,-0.944,0.264,-0.094,-0.977,0.217
-0.18351,-0.96766,0.1906,-0.211,-0.988,0.164,-0.1,-0.944,0.229,-0.196,-0.968,0.188
-0.13104,-0.98067,0.18703,-0.208,-1.029,0.164,0.056,-0.959,0.232,-0.161,-0.974,0.185
0.02604,-1.00491,0.12689,-0.161,-1.053,-0.041,0.176,-0.962,0.232,0.056,-1.003,0.179
0.1366,-1.01539,-0.0026,0.056,-1.053,-0.106,0.176,-0.988,0.214,0.144,-1.015,-0.035
0.14949,-1.01227,-0.08049,0.126,-1.023,-0.106,0.17,-1.0,-0.035,0.15,-1.012,-0.091
0.15071,-1.01097,-0.09823,0.138,-1.023,-0.109,0.161,-1.003,-0.085,0.152,-1.012,-0.097
0.15338,-1.01035,-0.09286,0.144,-1.015,-0.109,0.161,-1.003,-0.076,0.152,-1.012,-0.094
0.15779,-1.01086,-0.08095,0.15,-1.015,-0.094,0.164,-1.009,-0.067,0.158,-1.012,-0.079
0.16199,-1.01068,-0.07445,0.155,-1.015,-0.079,0.167,-1.003,-0.065,0.161,-1.012,-0.076
0.16211,-1.01074,-0.07382,0.155,-1.015,-0.082,0.167,-1.003,-0.065,0.1625,-1.012,-0.076
0.15912,-1.01086,-0.08038,0.144,-1.026,-0.097,0.167,-1.0,-0.07,0.161,-1.012,-0.079
0.1569,-1.01038,-0.08911,0.144,-1.026,-0.097,0.167,-1.0,-0.076,0.155,-1.0105,-0.091
0.15622,-1.00987,-0.09157,0.144,-1.018,-0.106,0.167,-1.0,-0.076,0.155,-1.009,-0.094
0.15534,-1.01035,-0.09115,0.144,-1.018,-0.106,0.167,-1.0,-0.076,0.155,-1.012,-0.091
0.15427,-1.01089,-0.09292,0.144,-1.015,-0.103,0.164,-1.003,-0.085,0.155,-1.012,-0.094
0.15427,-1.01068,-0.09343,0.144,-1.015,-0.103,0.164,-1.003,-0.082,0.155,-1.012,-0.094
0.15496,-1.01077,-0.08974,0.15,-1.018,-0.103,0.164,-1.003,-0.079,0.155,-1.012,-0.091
0.15578,-1.01119,-0.08563,0.15,-1.018,-0.097,0.164,-1.003,-0.079,0.155,-1.012,-0.085
0.15887,-1.01089,-0.08278,0.152,-1.018,-0.094,0.167,-1.003,-0.076,0.161,-1.012,-0.082
0.16148,-1.01029,-0.07891,0.152,-1.015,-0.091,0.167,-1.003,-0.07,0.161,-1.009,-0.079
0.1622,-1.01041,-0.07382,0.152,-1.015,-0.082,0.167,-1.003,-0.065,0.1625,-1.012,-0.076
0.16319,-1.01053,-0.07009,0.155,-1.015,-0.079,0.17,-1.003,-0.065,0.164,-1.012,-0.07
0.16251,-1.01044,-0.07051,0.15,-1.015,-0.082,0.17,-1.003,-0.065,0.164,-1.0105,-0.07
0.15834,-1.01108,-0.07436,0.138,-1.023,-0.091,0.167,-1.003,-0.065,0.161,-1.012,-0.076
0.15421,-1.01291,-0.06627,0.135,-1.026,-0.091,0.17,-0.997,-0.029,0.1535,-1.012,-0.07
0.15308,-1.01411,-0.05123,0.135,-1.026,-0.076,0.17,-0.997,-0.029,0.152,-1.015,-0.05
0.14497,-1.01175,-0.0373,0.12,-1.023,-0.065,0.167,-1.0,0.0,0.144,-1.012,-0.041
0.13888,-1.01413,-0.02433,0.12,-1.032,-0.059,0.155,-1.0,0.015,0.1395,-1.015,-0.026
0.14668,-1.01494,-0.03103,0.109,-1.038,-0.076,0.199,-0.997,0.015,0.144,-1.015,-0.038
0.14937,-1.01191,-0.04711,0.103,-1.038,-0.076,0.199,-0.997,0.003,0.144,-1.012,-0.05
0.14636,-1.01275,-0.05603,0.103,-1.026,-0.067,0.167,-0.997,-0.029,0.144,-1.012,-0.059
0.14657,-1.01215,-0.05511,0.135,-1.029,-0.067,0.155,-0.988,-0.038,0.147,-1.012,-0.056
0.13583,-1.01617,-0.02688,0.026,-1.103,-0.123,0.205,-0.927,0.147,0.144,-1.012,-0.05
-0.01134,-0.98889,0.2223,-0.543,-1.103,-0.123,0.205,-0.786,0.765,0.0515,-1.0,0.1555
-0.37139,-0.85268,0.36909,-0.677,-1.059,0.164,0.097,-0.66,0.765,-0.534,-0.801,0.346
-0.52678,-0.77685,0.19101,-0.677,-1.103,-0.094,-0.328,-0.601,0.399,-0.56,-0.7655,0.2345
-0.4145,-0.86668,0.12472,-0.581,-1.103,-0.094,-0.317,-0.601,0.279,-0.39,-0.918,0.1425
-0.37644,-0.92694,0.1139,-0.516,-1.041,0.009,-0.317,-0.809,0.243,-0.364,-0.93,0.094
-0.36493,-0.93684,0.06762,-0.516,-0.985,0.009,-0.328,-0.894,0.097,-0.352,-0.9355,0.0685
-0.32793,-0.95858,0.03887,-0.387,-1.056,-0.003,-0.249,-0.9,0.091,-0.337,-0.956,0.026
-0.31099,-0.96675,0.00632,-0.378,-1.056,-0.015,-0.249,-0.9,0.038,-0.311,-0.965,0.006
-0.31331,-0.96437,0.01649,-0.323,-0.974,-0.015,-0.296,-0.947,0.044,-0.317,-0.962,0.012
-0.30992,-0.96494,0.03717,-0.323,-0.974,0.009,-0.302,-0.956,0.05,-0.308,-0.962,0.041
-0.31052,-0.96464,0.03249,-0.323,-0.971,0.009,-0.302,-0.956,0.05,-0.311,-0.962,0.035
-0.3134,-0.96464,0.01622,-0.323,-0.971,0.003,-0.305,-0.956,0.035,-0.311,-0.968,0.0135
-0.31475,-0.96422,0.00966,-0.323,-0.971,0.0,-0.308,-0.953,0.018,-0.317,-0.962,0.009
-0.31734,-0.9623,0.01916,-0.328,-0.971,0.0,-0.308,-0.953,0.041,-0.317,-0.962,0.018
-0.31479,-0.96281,0.03147,-0.328,-0.971,0.018,-0.305,-0.953,0.044,-0.317,-0.962,0.035
-0.31655,-0.96269,0.02585,-0.328,-0.971,0.009,-0.305,-0.953,0.044,-0.317,-0.962,0.026
-0.32072,-0.96176,0.01468,-0.328,-0.971,0.003,-0.317,-0.953,0.026,-0.32,-0.962,0.015
-0.32068,-0.96197,0.01211,-0.331,-0.971,0.003,-0.311,-0.956,0.023,-0.32,-0.962,0.012
-0.31846,-0.96227,0.01789,-0.331,-0.971,0.003,-0.311,-0.956,0.035,-0.317,-0.962,0.015
-0.31517,-0.96278,0.02681,-0.32,-0.971,0.012,-0.305,-0.956,0.038,-0.317,-0.962,0.026
-0.3206,-0.96143,0.02298,-0.334,-0.971,0.012,-0.305,-0.956,0.038,-0.32,-0.962,0.023
-0.32836,-0.95921,0.012,-0.334,-0.971,-0.003,-0.317,-0.947,0.023,-0.328,-0.959,0.012
-0.33353,-0.95732,0.00576,-0.343,-0.971,-0.003,-0.323,-0.947,0.018,-0.334,-0.956,0.003
-0.33613,-0.95627,0.01554,-0.343,-0.962,-0.003,-0.331,-0.947,0.038,-0.337,-0.956,0.012
-0.33226,-0.95663,0.03358,-0.343,-0.962,0.012,-0.32,-0.947,0.05,-0.334,-0.956,0.035
-0.33319,-0.95636,0.02755,-0.346,-0.962,0.003,-0.32,-0.947,0.05,-0.334,-0.956,0.029
-0.34484,-0.95243,0.00996,-0.387,-0.962,-0.009,-0.328,-0.938,0.029,-0.343,-0.953,0.009
-0.38399,-0.9361,0.01765,-0.44,-0.962,-0.009,-0.334,-0.912,0.053,-0.387,-0.938,0.012
-0.41756,-0.92059,0.04693,-0.44,-0.941,0.012,-0.387,-0.909,0.076,-0.419,-0.915,0.05
-0.39807,-0.92789,0.06347,-0.44,-0.944,0.044,-0.361,-0.909,0.076,-0.396,-0.93,0.065
-0.36988,-0.94122,0.05631,-0.393,-0.962,0.041,-0.349,-0.927,0.07,-0.367,-0.941,0.056
-0.3642,-0.94431,0.04073,-0.384,-0.962,0.018,-0.349,-0.93,0.056,-0.364,-0.944,0.041
-0.36635,-0.94316,0.02578,-0.378,-0.956,0.012,-0.352,-0.93,0.044,-0.364,-0.944,0.023
-0.36979,-0.94179,0.02797,-0.378,-0.947,0.012,-0.361,-0.933,0.059,-0.372,-0.941,0.026
-0.37507,-0.9395,0.04697,-0.384,-0.947,0.023,-0.364,-0.93,0.065,-0.375,-0.941,0.053
-0.38887,-0.93337,0.04853,-0.416,-0.947,0.029,-0.372,-0.915,0.065,-0.384,-0.933,0.05
-0.39974,-0.92882,0.0449,-0.416,-0.944,0.029,-0.372,-0.915,0.065,-0.405,-0.9285,0.044
-0.39319,-0.93168,0.04478,-0.413,-0.944,0.023,-0.364,-0.915,0.065,-0.393,-0.93,0.044
-0.37627,-0.93907,0.03009,-0.402,-0.953,0.009,-0.358,-0.927,0.056,-0.372,-0.938,0.026
-0.3606,-0.94698,0.01813,-0.375,-0.968,0.003,-0.349,-0.933,0.044,-0.361,-0.947,0.015
-0.35605,-0.94841,0.02598,-0.364,-0.968,0.003,-0.349,-0.938,0.044,-0.358,-0.947,0.035
-0.36123,-0.94592,0.02982,-0.378,-0.959,0.015,-0.349,-0.927,0.041,-0.361,-0.947,0.0275
-0.36951,-0.94309,0.01923,-0.384,-0.959,0.009,-0.352,-0.927,0.029,-0.372,-0.944,0.018
-0.37561,-0.94109,0.01192,-0.39,-0.953,0.0,-0.364,-0.93,0.023,-0.375,-0.941,0.012
-0.38351,-0.9384,0.00546,-0.399,-0.947,-0.009,-0.367,-0.927,0.018,-0.384,-0.941,0.003
-0.39339,-0.93307,0.01067,-0.405,-0.944,-0.009,-0.378,-0.924,0.035,-0.393,-0.933,0.009
-0.40138,-0.92937,0.02868,-0.416,-0.938,0.003,-0.39,-0.924,0.044,-0.402,-0.93,0.029
-0.40944,-0.92643,0.03737,-0.425,-0.933,0.026,-0.399,-0.918,0.044,-0.413,-0.927,0.038
-0.41337,-0.92436,0.03371,-0.428,-0.933,0.026,-0.402,-0.915,0.044,-0.413,-0.924,0.035
-0.40972,-0.92574,0.02867,-0.428,-0.933,0.023,-0.402,-0.915,0.038,-0.408,-0.927,0.029
-0.40233,-0.92893,0.03137,-0.413,-0.938,0.023,-0.387,-0.918,0.041,-0.402,-0.93,0.029
-0.39612,-0.93117,0.03503,-0.405,-0.938,0.023,-0.387,-0.924,0.041,-0.399,-0.93,0.035
-0.39813,-0.93103,0.02851,-0.408,-0.941,0.018,-0.387,-0.924,0.041,-0.399,-0.93,0.026
-0.40427,-0.92912,0.02306,-0.413,-0.941,0.015,-0.399,-0.924,0.035,-0.405,-0.93,0.023
-0.40356,-0.92911,0.03201,-0.413,-0.944,0.015,-0.384,-0.915,0.053,-0.405,-0.93,0.032
-0.39661,-0.93177,0.03647,-0.413,-0.947,0.018,-0.378,-0.915,0.053,-0.399,-0.9315,0.038
-0.38805,-0.93469,0.02177,-0.402,-0.953,0.0,-0.372,-0.927,0.05,-0.387,-0.933,0.018
-0.37711,-0.93953,0.00187,-0.393,-0.956,-0.012,-0.361,-0.927,0.026,-0.375,-0.941,0.0
-0.3682,-0.94402,-0.00561,-0.384,-0.956,-0.012,-0.352,-0.933,0.003,-0.367,-0.944,-0.006
-0.36735,-0.94388,-0.00375,-0.378,-0.956,-0.012,-0.352,-0.938,0.003,-0.367,-0.944,-0.003
-0.37531,-0.94078,0.00045,-0.393,-0.947,-0.009,-0.361,-0.933,0.015,-0.372,-0.941,-0.003
-0.38389,-0.93714,0.00934,-0.393,-0.947,-0.009,-0.367,-0.927,0.023,-0.384,-0.938,0.012
-0.38682,-0.936,0.00976,-0.393,-0.941,0.0,-0.378,-0.927,0.023,-0.387,-0.938,0.012
-0.38568,-0.93723,0.00315,-0.393,-0.944,-0.003,-0.375,-0.93,0.012,-0.387,-0.938,0.003
-0.38538,-0.93725,0.00108,-0.393,-0.944,-0.009,-0.375,-0.93,0.012,-0.384,-0.938,0.0
-0.3858,-0.93674,0.00648,-0.393,-0.944,-0.009,-0.375,-0.93,0.018,-0.387,-0.938,0.009
-0.38241,-0.93777,0.01023,-0.393,-0.944,0.0,-0.375,-0.933,0.018,-0.384,-0.938,0.012
-0.38358,-0.93741,0.00456,-0.39,-0.941,-0.009,-0.375,-0.93,0.018,-0.384,-0.938,0.003
-0.38544,-0.93729,-0.00396,-0.39,-0.944,-0.015,-0.372,-0.93,0.009,-0.387,-0.938,-0.003
-0.38307,-0.93795,-0.01047,-0.399,-0.944,-0.018,-0.372,-0.93,0.0,-0.384,-0.938,-0.012
-0.38757,-0.93545,-0.01095,-0.402,-0.944,-0.018,-0.372,-0.927,0.0,-0.387,-0.933,-0.012
-0.38624,-0.93666,0.00105,-0.402,-0.947,-0.015,-0.367,-0.927,0.018,-0.387,-0.938,0.0
-0.37658,-0.94068,0.01104,-0.387,-0.953,0.0,-0.364,-0.93,0.018,-0.375,-0.941,0.012
-0.37986,-0.93864,0.00585,-0.402,-0.953,-0.009,-0.364,-0.927,0.015,-0.378,-0.938,0.009
-0.38535,-0.93645,0.00081,-0.402,-0.944,-0.009,-0.375,-0.927,0.012,-0.384,-0.938,0.0
