@relation Activity

@attribute mean_thigh_x real
@attribute mean_thigh_y real
@attribute mean_thigh_z real
@attribute min_thigh_x real
@attribute min_thigh_y real
@attribute min_thigh_z real
@attribute max_thigh_x real
@attribute max_thigh_y real
@attribute max_thigh_z real
@attribute median_thigh_x real
@attribute median_thigh_y real
@attribute median_thigh_z real
@attribute std_thigh_x real
@attribute std_thigh_y real
@attribute std_thigh_z real
@attribute energy_thigh real
@attribute zero-crossing_thigh_x real
@attribute zero-crossing_thigh_y real
@attribute zero-crossing_thigh_z real
@attribute correlation_thigh_xy real
@attribute correlation_thigh_xz real
@attribute correlation_thigh_yz real
@attribute rms_thigh_x real
@attribute rms_thigh_y real
@attribute rms_thigh_z real
@attribute mean_chest_x real
@attribute mean_chest_y real
@attribute mean_chest_z real
@attribute min_chest_x real
@attribute min_chest_y real
@attribute min_chest_z real
@attribute max_chest_x real
@attribute max_chest_y real
@attribute max_chest_z real
@attribute median_chest_x real
@attribute median_chest_y real
@attribute median_chest_z real
@attribute std_chest_x real
@attribute std_chest_y real
@attribute std_chest_z real
@attribute energy_chest real
@attribute zero-crossing_chest_x real
@attribute zero-crossing_chest_y real
@attribute zero-crossing_chest_z real
@attribute correlation_chest_xy real
@attribute correlation_chest_xz real
@attribute correlation_chest_yz real
@attribute rms_chest_x real
@attribute rms_chest_y real
@attribute rms_chest_z real
@attribute act {1.0,2.0,3.0}

@data
-0.05703529,1.0061507,-0.09415763,-0.098719,0.99173,-0.12291,-0.014563,1.0206,-0.066406,-0.056791,1.0055,-0.093616,0.0176919873802,0.00533666510603,0.0138768555783,0.00122401722948,0.0,0.0,0.0,-0.0776181524717,-0.305038171066,0.301720309215,0.0596900381862,1.00616471132,0.0951645981274,0.05505305,0.9942948,-0.08195238,0.019531,0.97266,-0.11328,0.10156,1.0078,-0.046875,0.054688,0.99609,-0.082031,0.0180708744588,0.00698547460916,0.0146497927015,0.00131690374122,0.0,0.0,0.0,-0.266423493871,-0.288824151282,0.169618010881,0.0579148448411,0.994319092743,0.0832385899064,2.0
-0.05694078,1.0049438,-0.09367481,-0.097205,0.94218,-0.14631,-0.014581,1.0511,-0.066406,-0.0560775,1.0051,-0.094717,0.0185714736433,0.0119026306217,0.0133944209777,0.00145495438336,0.0,0.0,0.0,-0.10234558548,-0.262558960163,-0.0976488148791,0.0598640381528,1.00501358053,0.0946181083975,0.0542314,0.9944057,-0.08235469,0.019773,0.92777,-0.10938,0.083546,1.0662,-0.044085,0.0548875,0.99544,-0.0837565,0.016224614106,0.0114762287698,0.0129742357706,0.00134903974189,0.0,0.0,0.0,-0.273477682652,-0.231837784733,0.025850172441,0.0565831288267,0.994471257996,0.0833603170033,2.0
-0.17997263,0.79757686,-0.07632983,-0.70699,-0.86801,-0.20312,-0.014581,1.6175,0.15216,-0.0776035,1.0039,-0.090263,0.192051965993,0.570321473668,0.0663886695359,0.0274869295667,0.0,0.01,0.06,0.825148507048,-0.549570051151,-0.539908824458,0.262498124973,0.978847672062,0.100943666647,-0.03360488,0.91110324,-0.079144655,-0.65116,-0.41355,-0.25959,0.12429,1.6852,0.087174,0.0456,0.995155,-0.083273,0.18379423422,0.389275699613,0.0501215241651,0.0206689223873,0.05,0.01,0.07,0.83949873288,0.0124463725914,0.0704640477885,0.185934949074,0.990014812285,0.0935463624512,1.0
-0.268520414,-0.18849104,0.040054552,-0.70699,-1.2973,-0.20312,0.025524,1.6175,0.41526,-0.218375,-0.637565,0.026423,0.202507502045,0.955664782938,0.141511254581,0.0431056264693,0.06,0.01,0.13,0.168238746893,-0.0370797942427,-0.710072245078,0.335711793411,0.969376654214,0.146388346385,-0.25644162,-0.02389296,-0.014787278,-0.77438,-2.0916,-0.25959,0.12429,1.6852,0.51326,-0.251325,-0.36015,-0.045494,0.259552578706,0.967583419325,0.124857886958,0.0448405643536,0.05,0.01,0.17,0.610836682106,-0.137053797638,-0.406916114746,0.363945284583,0.963029786744,0.125108994908,1.0
-0.077664244,-1.0062903,0.099752061,-0.60761,-2.417,-0.17354,0.30427,0.1569,0.67787,0.015299,-1.01295,0.047339,0.211140406743,0.256630051711,0.114901181904,0.0193250320705,0.09,0.02,0.08,-0.262983988459,-0.185726119195,-0.203246164889,0.223978131616,1.03818137215,0.151725846383,-0.211594766,-0.940384,-0.0054768653,-0.77438,-2.0916,-0.29309,0.10417,-0.27738,0.51326,-0.117835,-0.97254,-0.0509805,0.239093408303,0.290065407869,0.114846971522,0.021359255606,0.1,0.0,0.17,-0.406751410476,-0.222658933521,0.220059876948,0.318380819638,0.983676079251,0.11440246786,2.0
0.07503382,-1.0295191,0.049419089,-0.080729,-2.417,-0.17354,0.30427,0.1569,0.67787,0.073705,-1.0152,0.0392535,0.0408003232368,0.217467788945,0.0757219213191,0.0110771962484,0.03,0.02,0.02,-0.448533561338,0.496096081966,-0.421607003623,0.0853117451249,1.05201183173,0.0901039268409,-0.0189107867,-0.9953355,-0.0589648923,-0.16639,-1.9882,-0.29309,0.10417,-0.54201,0.03125,-0.0086614,-0.983505,-0.0608035,0.0404185524932,0.148129679621,0.0331239335003,0.00735203399809,0.22,0.0,0.07,-0.101653096488,-0.129031300691,0.562457845104,0.0444403042902,1.00618871765,0.067550585081,2.0
0.07236546,-1.014833,0.03905148,0.047258,-1.0352,0.027344,0.097082,-1.001,0.050667,0.073669,-1.0156,0.039063,0.0139544588793,0.00420968232177,0.00452107348806,0.000752383454135,0.0,0.0,0.0,-0.0314035910988,0.198630499918,0.143396642176,0.073685408694,1.01484164385,0.0393097162877,-0.00624020166001,-0.986173,-0.06131822,-0.027105,-1.0039,-0.071378,0.011719,-0.9727,-0.051294,-0.0068606,-0.9867,-0.061869,0.0111304513606,0.00502396670099,0.00462325868193,0.000689117577741,0.25,0.0,0.0,-0.291530944057,0.140206264989,0.0114130949331,0.0127117345305,0.986185669014,0.0614905267468,2.0
0.069571285,-0.9988958,0.12876708,-0.11175,-1.5414,0.027344,0.18578,-0.20119,0.62921,0.071634,-1.0156,0.041349,0.0387464695911,0.217049333573,0.174788228903,0.0142808567509,0.04,0.0,0.0,-0.391806703348,-0.400122031706,0.344279656972,0.0795389194877,1.02197462216,0.216394030891,-0.0121407709601,-1.003991,0.00141786,-0.13672,-1.3047,-0.078125,0.13672,-0.66016,0.64844,-0.00747705,-0.98783,-0.059541,0.0325138102581,0.090864735695,0.170486706458,0.00974640781171,0.29,0.0,0.03,-0.27906410852,-0.529978983006,0.0221977356382,0.0345539389713,1.00805345308,0.169638056565,1.0
0.042404402,-0.4977750522,0.56465131,-0.15234,-1.5414,-0.14984,0.28703,0.28263,1.2976,0.053918,-0.40742,0.6092,0.0757762507891,0.566052969545,0.411144694771,0.0349231939044,0.19,0.03,0.02,-0.506631010432,-0.554077077652,0.853984394016,0.0865029079904,0.751659369183,0.697266564753,-0.00765180000009,-0.581108236,0.43051618,-1.6289,-2.0352,-0.078125,0.27344,1.6719,1.5859,0.0,-0.871095,0.4082,0.177779679103,0.574467746335,0.437414098146,0.0394566090125,0.24,0.1,0.03,0.378199781426,-0.192138886321,0.654975178831,0.177053969744,0.815107257734,0.612178048909,2.0
0.0072369908,0.0214664178,0.94424061,-0.15234,-1.0347,-0.14984,0.28703,0.28263,1.2976,-0.00266795,0.0566795,0.976125,0.0623294875809,0.193230566998,0.163135009684,0.0138865442973,0.32,0.03,0.02,-0.588115499024,-0.666388149823,0.59328747658,0.062437884395,0.193456658182,0.958090408387,0.00640996486,-0.06660001016,0.85813845,-1.6289,-2.0352,0.046875,0.27344,1.6719,1.5859,0.0108735,0.00713105,0.916185,0.174796614057,0.362793585123,0.185915338903,0.0239959640356,0.11,0.19,0.0,0.554334488818,-0.493160208714,0.0695472703369,0.174038516922,0.367067507287,0.877849911702,2.0
-0.00290714000001,0.05508184,0.9768474,-0.015625,0.031591,0.96484,0.0088467,0.074902,0.99548,-0.00214445,0.055238,0.97656,0.00477918153715,0.00992660038617,0.00521334953482,0.000660642851969,0.33,0.0,0.0,-0.167745188435,-0.208922433609,-0.0289144262366,0.00557347587984,0.0559603530999,0.976861172383,0.01002455386,0.00774941829,0.9198334,-0.0018121,-0.025935,0.8986,0.023358,0.033183,0.94691,0.00923985,0.00779315,0.91958,0.00545735218741,0.00815467672897,0.00610230230108,0.000653850396411,0.02,0.19,0.0,-0.0397016400902,0.127489498974,-0.275491976622,0.0114007256813,0.0112199487014,0.919853439124,2.0
-0.00210610640001,0.05461668,0.9764397,-0.010187,0.039063,0.96905,0.0043997,0.070123,0.98572,-0.0017615,0.054688,0.97656,0.00308660734248,0.00780081783317,0.00338053174188,0.000473214596208,0.29,0.0,0.0,0.0189009505569,-0.196157742158,-0.0780563579471,0.00372391697088,0.0551654417684,0.976445493333,0.009896162,0.00787172505,0.9197704,0.0011836,-0.0035509,0.91406,0.023358,0.021899,0.92921,0.00952925,0.007813,0.919705,0.00449740654505,0.00566442066072,0.00292156278923,0.000433926955993,0.0,0.11,0.0,0.112076884788,0.316271430318,0.00350694400561,0.010860866508,0.00968136664269,0.919774993621,2.0
-0.0023411051,0.05490343,0.9771344,-0.010187,0.039063,0.9707,0.0043997,0.067211,0.9838,-0.00247705,0.0547265,0.97656,0.0029322502193,0.00621567067211,0.00263024149895,0.000390637453691,0.29,0.0,0.0,0.034813926208,-0.0942075852036,-0.0257800135565,0.00374070628683,0.0552506546753,0.977137904623,0.009468223,0.0072787536,0.9194736,0.0013809,0.0,0.91406,0.018256,0.019531,0.92574,0.0091609,0.00720135,0.91949,0.00383191493062,0.00380920965493,0.00283122471272,0.000347328532958,0.0,0.02,0.0,0.162728366098,0.423720206872,-0.070013774261,0.0102070555545,0.0082064140392,0.919477915326,2.0
-0.0018097449,0.055487272,1.0103238,-0.35938,-0.11908,0.93758,0.32551,0.20881,1.4928,-0.0020099,0.054688,0.977915,0.0795989421684,0.0461953528628,0.0945065085224,0.00730655106401,0.26,0.05,0.0,-0.421567804723,-0.0892866110337,-0.25294669927,0.0792206213999,0.072052119149,1.01469027107,0.00151390999996,0.014438904,0.9328871,-0.27734,-0.17578,0.80859,0.14062,0.20703,1.5117,0.007813,0.007813,0.92013,0.0513615713637,0.0457662957415,0.0784575134243,0.00582350825888,0.04,0.08,0.0,-0.205996207614,-0.585227231943,0.406199221611,0.051126537398,0.0477712281228,0.936147620274,1.0
0.2376097876,0.035532821,0.4965646,-0.35938,-0.42775,-1.3287,0.88672,0.37358,1.4928,0.12979,0.053304,0.9755,0.302039870055,0.140473116412,0.80699966355,0.0414416463091,0.13,0.09,0.01,-0.285177741911,-0.414829227313,0.426468500726,0.383111228542,0.144214946654,0.944093414008,0.23269667,-0.003133982,0.67245138,-0.27734,-0.49313,-0.93655,0.82812,0.32812,1.5117,0.099609,0.0076934,0.91797,0.301478065934,0.131921719076,0.591621428197,0.0339961076636,0.04,0.18,0.01,-0.294819710864,-0.358252616072,0.325962175741,0.379641770919,0.131297861397,0.893703873564,1.0
0.257709728,-0.060957171,-0.5474449,-0.21186,-0.72381,-1.9403,0.88672,0.37358,1.2821,0.18821,-0.081652,-0.982885,0.289052686785,0.17388831585,0.77624274159,0.041099075259,0.07,0.08,0.01,0.212038364838,0.633606677913,0.60865593755,0.386173853447,0.183440866825,0.94669064877,0.2725569818,-0.040667174,-0.35478392,-0.27113,-0.55654,-1.7098,0.82812,0.51338,1.2891,0.1947,-0.0281975,-0.910925,0.294551861573,0.177243905244,0.922854843065,0.0462553278662,0.11,0.21,0.01,-0.237030571555,0.588949092434,0.135747474987,0.400225560768,0.180983609666,0.984386144074,2.0
0.0144633068,-0.1087527,-1.0253884,-0.21186,-0.72381,-1.9403,0.38695,0.050175,-0.83594,-0.0077749,-0.087777,-1.0073,0.0928312912331,0.090447440618,0.106240128218,0.00960225428582,0.14,0.04,0.0,-0.145282746218,0.0391679343703,0.66851757494,0.0934914936733,0.141159774286,1.0308227132,0.0357090738,-0.0319761624,-1.0733041,-0.27113,-0.55654,-1.7098,0.51224,0.51338,-0.90649,0.00300715,-0.014021,-1.0408,0.132980669436,0.130916692852,0.105288831778,0.0122445208349,0.18,0.24,0.0,-0.597346205996,0.207698380118,-0.264368306294,0.137048012794,0.134127788413,1.07840464196,2.0
-0.0102377262,-0.07804456,-1.0054217,-0.044372,-0.12109,-1.0198,0.011259,-0.048407,-0.98764,-0.0094788,-0.0784305,-1.00575,0.00922200057206,0.0148596310138,0.00503207350374,0.000965592360393,0.12,0.0,0.0,0.137797678652,0.00348145531987,0.283091409877,0.0137479409132,0.0794327004018,1.00543416661,-0.0006801416,-0.008649487,-1.038026,-0.067077,-0.055171,-1.0681,0.024928,0.016183,-1.0081,0.0,-0.00472685,-1.03845,0.0133186830319,0.0153488549174,0.00952533697271,0.00126671435782,0.21,0.23,0.0,0.286288012168,0.170968136588,0.286177597139,0.0132693646089,0.0175512136095,1.03806926619,2.0
-0.0106609274,-0.07488312,-1.0046489,-0.02631,-0.09375,-1.0115,0.0021828,-0.048407,-0.99479,-0.0100615,-0.074908,-1.00415,0.00603440389169,0.00894963646717,0.00306269007492,0.000598542335415,0.03,0.0,0.0,0.138194314467,-0.147488981162,0.166689207794,0.0122354102119,0.0754107200198,1.00465352164,0.0008767142,-0.0060777708,-1.03774,-0.010535,-0.033747,-1.0436,0.011719,0.015505,-1.0284,0.00015782,-0.0049389,-1.0387,0.00432500053761,0.00960768254341,0.00330918525776,0.000571848079647,0.28,0.21,0.0,0.337050345506,0.148715778318,0.314821362342,0.00439171961107,0.011328008921,1.03774522345,2.0
-0.0485962836,-0.055144925,-1.0340417,-0.91444,-0.42969,-1.8568,0.078125,1.0856,-0.68595,-0.0110555,-0.074124,-1.00575,0.144969686272,0.175062292895,0.135987833124,0.0151244661434,0.04,0.05,0.0,-0.533574672137,0.169885720945,0.227056350787,0.152209219886,0.182705503702,1.04285665419,-0.01658508776,-0.00216883394,-1.0401582,-0.72005,-0.29632,-1.231,0.10062,0.79995,-0.91252,0.0004932,-0.0031169,-1.0387,0.110559381371,0.0963023463064,0.0275581034804,0.0077748262337,0.29,0.23,0.0,-0.364657017933,-0.115998706979,0.739105925893,0.111248407526,0.0958441668843,1.0405195508,1.0
-0.4359499602,-0.06059805,-0.63500198,-6.9895,-1.398,-1.8568,0.16975,1.0856,1.9054,-0.0735055,-0.074219,-1.00125,0.82941425034,0.244464287596,0.652057949414,0.0572428374052,0.06,0.14,0.03,0.38103483391,-0.674573663476,-0.164878873722,0.933327962979,0.250673659754,0.907829988657,-0.25802897556,0.02047962026,-0.778046495,-1.5133,-0.98398,-1.8682,0.12372,1.0791,0.36304,-0.00388625,-3.9857e-05,-1.03305,0.430147850765,0.234199471797,0.509839752321,0.0389433796107,0.18,0.24,0.03,-0.189816146019,-0.598761059836,-0.0657311026036,0.499755794374,0.233923734388,0.928812982089,2.0
-0.893148899,-0.080153625,-0.123537999,-6.9895,-1.398,-1.688,0.16975,0.65435,1.9054,-1.00065,-0.076086,-0.0448865,0.746516913383,0.17272407997,0.47957110608,0.0463933488603,0.02,0.1,0.1,0.628594370181,-0.626159712001,-0.255684565199,1.16164950942,0.189630892325,0.49289978548,-0.74158826,0.035003047,-0.277965565,-2.3355,-0.98398,-1.8682,0.12372,1.0791,0.56641,-0.939455,0.0326705,-0.095703,0.473045540174,0.219762729724,0.506432813062,0.0397743270536,0.04,0.19,0.04,-0.0894556457815,-0.572836642078,-0.163052260618,0.878343617053,0.221445058877,0.575477460488,2.0
-1.0027265,-0.07733144,-0.036409599,-1.1227,-0.22392,-0.26953,-0.90299,0.064951,0.018957,-1.00405,-0.0783145,-0.032583,0.027994418144,0.0308358222836,0.0351505256334,0.00311698938535,0.0,0.02,0.06,0.250108339626,0.398734296797,0.0146158896696,1.00311329588,0.0831954990911,0.0504862630537,-0.9838026,0.02924655,-0.06156774,-2.3355,-0.16016,-0.42578,-0.29443,0.32422,0.56641,-0.96484,0.0311105,-0.081137,0.182981452367,0.0553147628349,0.111062712978,0.0115869248193,0.0,0.06,0.01,0.0447852510393,-0.231268788917,-0.340358133319,1.00050734408,0.0623256483681,0.126499658342,2.0
-1.0053975,-0.08221247,-0.03157591,-1.0223,-0.13642,-0.045152,-0.99265,-0.053815,-0.010646,-1.0049,-0.080964,-0.0316695,0.00366257605825,0.0135705469006,0.00614905233085,0.000775499022188,0.0,0.0,0.0,0.271090899887,-0.177746305081,0.0714135763196,1.00540410449,0.0833139146196,0.0321631905826,-0.9662714,0.026911261,-0.07980752,-0.98284,-0.03675,-0.10156,-0.95703,0.10866,-0.057528,-0.96536,0.027344,-0.0805045,0.0043670668381,0.0133646675797,0.00684709501844,0.000815187550258,0.0,0.01,0.0,0.154468694161,-0.316048220089,0.195931273804,0.966281169752,0.0300173977008,0.0800977785687,2.0
-1.0057921,-0.07705307,-0.03252972,-1.0336,-0.13642,-0.058594,-0.99265,-0.015322,-0.010646,-1.00515,-0.0782955,-0.0327435,0.0049165047318,0.019744766095,0.0074412237441,0.00106471929326,0.0,0.0,0.0,0.0725752607322,-0.153655250016,0.151504371871,1.00580399617,0.0795181289184,0.033361666265,-0.9661036,0.0282474043,-0.08018336,-0.98284,-0.03675,-0.09375,-0.95337,0.10866,-0.057528,-0.96576,0.0269665,-0.080596,0.00507804414742,0.0173223851602,0.00596060495628,0.000940629093198,0.0,0.04,0.0,0.315011651809,-0.117225260116,0.176859113277,0.966116812088,0.0330904854459,0.0804023926523,2.0
-1.0164347,-0.08260716,-0.034870364,-1.4515,-0.1921,-0.15891,-0.99507,-0.015322,-0.0090644,-1.00555,-0.080128,-0.032145,0.0598269315129,0.0296957193568,0.0195683541212,0.00361813931557,0.0,0.0,0.0,0.500844345201,0.838046319455,0.419627092875,1.01817629538,0.0877323217173,0.0399378712962,-0.9669248,0.0268606173,-0.08149258,-0.99522,-0.045534,-0.10974,-0.95023,0.09375,-0.053439,-0.96603,0.0266445,-0.0815905,0.00716765102191,0.022312642575,0.00951324061472,0.0012932692223,0.0,0.05,0.0,0.735762711097,0.231350187105,0.355400950451,0.966951100276,0.0348477867336,0.0820404615088,2.0
-0.63124944,0.2130709,-0.055663414,-1.4515,-1.0322,-0.51661,0.79162,1.0001,0.1872,-1.00375,-0.064845,-0.0310975,0.665571853122,0.435883112336,0.117916665103,0.0404419817857,0.01,0.03,0.03,0.711650472281,0.478263531013,0.139618109753,0.914894468369,0.483211501488,0.129860356414,-0.691288658,0.255082853,-0.092186676,-1.4417,-0.35085,-0.28693,0.88502,0.95328,0.11541,-0.96484,0.039063,-0.082031,0.591643773559,0.337338831293,0.0919499720747,0.0338605029392,0.03,0.08,0.03,0.736335232988,0.530320907342,-0.0662964149682,0.907976838869,0.421576534121,0.129879300209,1.0
0.41570676,0.325530935,-0.030615596,-1.3948,-1.0322,-0.51661,3.4578,1.0001,0.34629,0.766095,0.296555,-0.007038,0.882752824128,0.39014636538,0.143197465423,0.0469666127128,0.01,0.11,0.16,-0.101744253859,0.525482787992,0.153012774249,0.971736658426,0.506618627961,0.145731855409,0.289867742,0.282964139,-0.053399053,-1.4417,-0.35085,-0.30859,2.1172,0.95328,0.39844,0.707735,0.2147,-0.054688,0.902057285937,0.358873118399,0.13283363601,0.0462259236812,0.03,0.1,0.1,-0.238700562539,0.494382573071,-0.0470222772156,0.943182687231,0.455599297539,0.142547486714,2.0
1.043176,0.086120485,0.0025110134,0.62432,-0.061824,-0.24692,3.4578,0.94058,0.34629,1.02135,0.0418085,-0.0073032,0.266076875616,0.148699715668,0.0741871290407,0.0162170919641,0.0,0.08,0.23,0.332752280473,-0.368340277301,0.433925614147,1.07624583701,0.171193537617,0.0738579582878,1.0028541,0.01427636,-0.028106117,0.64453,-0.24609,-0.30859,2.1172,0.60693,0.39844,1.00585,-0.046875,-0.050781,0.199495083097,0.180327461902,0.0879235812689,0.0155133839797,0.0,0.07,0.09,-0.403033302026,-0.452238916706,0.563016564497,1.02230946938,0.179990633189,0.0918869108988,2.0
