@relation Activity

@attribute mean_thigh_x real
@attribute mean_thigh_y real
@attribute mean_thigh_z real
@attribute mean_chest_x real
@attribute mean_chest_y real
@attribute mean_chest_z real
@attribute min_thigh_x real
@attribute min_thigh_y real
@attribute min_thigh_z real
@attribute min_chest_x real
@attribute min_chest_y real
@attribute min_chest_z real
@attribute max_thigh_x real
@attribute max_thigh_y real
@attribute max_thigh_z real
@attribute max_chest_x real
@attribute max_chest_y real
@attribute max_chest_z real
@attribute median_thigh_x real
@attribute median_thigh_y real
@attribute median_thigh_z real
@attribute median_chest_x real
@attribute median_chest_y real
@attribute median_chest_z real
@attribute std_thigh_x real
@attribute std_thigh_y real
@attribute std_thigh_z real
@attribute std_chest_x real
@attribute std_chest_y real
@attribute std_chest_z real
@attribute energy_thigh real
@attribute energy_chest real
@attribute zero-crossing_thigh_x real
@attribute zero-crossing_thigh_y real
@attribute zero-crossing_thigh_z real
@attribute zero-crossing_chest_x real
@attribute zero-crossing_chest_y real
@attribute zero-crossing_chest_z real
@attribute correlation_thigh_xy real
@attribute correlation_thigh_xz real
@attribute correlation_thigh_yz real
@attribute correlation_chest_xy real
@attribute correlation_chest_xz real
@attribute correlation_chest_yz real
@attribute rms_thigh_x real
@attribute rms_thigh_y real
@attribute rms_thigh_z real
@attribute rms_chest_x real
@attribute rms_chest_y real
@attribute rms_chest_z real
@attribute act {1.0,2.0,3.0}

@data
-0.06648456,0.9997577,-0.05906266,-0.0513,1.00344,-0.05135,-0.46484,0.46484,-0.5,-0.648,0.701,-0.408,0.5,1.3867,0.50391,0.446,1.276,0.419,-0.060547,1.0117,-0.074219,-0.038,0.994,-0.0575,0.154057623906,0.138148690499,0.164986246702,0.179906232591,0.128699502797,0.148088996924,0.0151633618213,0.0151468507081,0.000257118981809,0.0,0.000482098090892,0.000289258854535,0.0,0.000224979109083,0.148419991893,-0.304117559331,0.0898535526878,0.318686634548,0.282470287301,0.570285208823,0.00947225587927,0.0572114998387,0.00989055211398,0.0105566422032,0.0573484111797,0.00884611464402,1.0
0.04707045,1.04804542,-0.17191237,0.0237,1.14307,0.01807,-0.90625,-0.21875,-1.9883,-1.545,-0.818,-1.93,1.7695,2.6445,1.1758,1.918,3.255,1.83,-0.056641,1.0117,-0.107425,-0.026,1.031,-0.0715,0.611137311477,0.592932869045,0.621121789228,0.72509738113,0.958034849485,0.726361421224,0.0605347693403,0.0799138637789,0.000192839236357,6.42797454522e-05,0.000417818345439,0.000192839236357,6.42797454522e-05,0.000192839236357,-0.591656910595,-0.317494255528,-0.488485793481,0.234154978783,0.503941484208,-0.662721813406,0.0345760814419,0.0681827045315,0.0363664391032,0.0409232589061,0.0843790390699,0.0409853027808,1.0
0.02128906,1.37292848,-0.02742036,-0.26804,1.40699,0.08792,-2.1094,-0.29688,-1.9883,-2.601,-0.818,-2.041,1.9375,3.2969,1.9375,2.018,3.718,1.93,0.099612,1.3672,-0.0625005,-0.2935,1.683,0.0145,1.17038328932,1.0469709359,1.16315700815,1.44455658794,1.4095930962,1.1944566296,0.112118873607,0.134277080666,0.000160699363631,0.000128559490904,0.000224979109083,0.000160699363631,0.000128559490904,0.000192839236357,-0.872103949985,-0.469661314466,0.0879037388379,-0.137471332378,0.573586289468,-0.83535082046,0.0660298555126,0.0977032524188,0.0656296180723,0.0828891456389,0.112626180443,0.0675608639295,1.0
0.03417957,1.49632771,0.1856631,-0.44041,1.36052,0.27957,-2.1094,-0.41797,-1.957,-2.601,-1.302,-2.041,1.9375,3.5273,1.9375,2.018,4.167,1.941,0.18164,1.5234,0.42578,-0.635,1.4795,0.5615,1.32494333374,1.25667299687,1.24697309139,1.52373089498,1.66578439969,1.3237594021,0.126979945891,0.14968838745,0.000160699363631,0.000128559490904,0.000160699363631,0.000128559490904,0.000160699363631,0.000160699363631,-0.945002340322,-0.432092084866,0.214244321464,-0.268165309816,0.547170265031,-0.925872945926,0.0747623418959,0.110548478131,0.0711222643163,0.0895034125969,0.121565815942,0.0763339925254,1.0
0.34421769,1.26038914,0.05648344,-0.18204,1.14933,0.52091,-1.9844,-0.41797,-1.8672,-2.103,-1.331,-1.933,1.9844,3.5273,1.5664,1.78,4.167,2.026,0.640625,1.0957,0.33594,-0.227,0.811,0.9985,1.26006403766,1.36119185462,1.07561533055,1.2439875679,1.84858049857,1.285201058,0.122611347444,0.145194176047,0.000160699363631,0.000160699363631,0.000160699363631,0.000160699363631,0.000160699363631,0.000128559490904,-0.963554569974,-0.253408951224,0.0985542620763,-0.216093475034,0.429017805356,-0.949006145864,0.0737077087339,0.104886333463,0.0607576077767,0.0709255376829,0.12295818166,0.0782796062861,1.0
0.39820503,1.19093677,-0.16402458,-0.00115,1.15539,0.51286,-1.9844,-0.35938,-1.8672,-2.481,-1.331,-1.933,1.9844,3.4844,1.6484,1.795,4.158,2.026,0.841795,0.927735,-0.125,0.123,1.009,1.0605,1.24958374407,1.32555994198,1.10647449168,1.31747109584,1.77973254088,1.26486635234,0.122105461169,0.14467349463,0.000128559490904,0.000160699363631,0.000160699363631,0.000160699363631,0.000160699363631,0.000128559490904,-0.956390057755,-0.313514752819,0.181198945485,-0.281699087718,0.500176209588,-0.934590567385,0.0740132357535,0.100743977655,0.0631027725806,0.0743157622522,0.119869809629,0.077045156637,1.0
0.19418142,1.31148392,-0.16679945,-0.03433,1.31718,0.32615,-1.957,-0.28516,-1.7344,-2.481,-0.988,-1.856,1.8047,3.4453,1.6484,1.795,4.158,1.906,0.417965,1.2539,-0.353515,0.317,1.4235,0.5765,1.12103356082,1.19171517486,1.05846263619,1.30580171631,1.59476871684,1.14210283971,0.111810432094,0.134080303961,0.000160699363631,0.000192839236357,0.000128559490904,0.000128559490904,0.000160699363631,0.000160699363631,-0.937728745733,-0.395066811118,0.241235907775,-0.288756113437,0.527075651823,-0.917977437643,0.0641861922947,0.100233918091,0.0604498195316,0.0736831968984,0.116912366524,0.0670244906641,1.0
-0.0401569,1.30991714,-0.0079707,-0.17314,1.32837,0.02346,-1.7617,-0.074219,-1.3555,-2.012,-0.584,-1.716,1.6328,3.3828,1.3242,1.428,4.029,1.642,-0.025391,1.1836,0.039063,-0.1365,1.183,0.009,0.784220036562,0.832262629946,0.6560842866,0.831471909181,1.09586928417,0.799284281104,0.0753725189442,0.0904319364258,0.000321398727261,9.64196181783e-05,0.000321398727261,9.64196181783e-05,6.42797454522e-05,0.000321398727261,-0.882227015402,-0.249984880137,0.0730618395553,-0.160968768164,0.431639101915,-0.861515173424,0.0442947213863,0.0878565177933,0.0370110734508,0.0479176707384,0.0974293066203,0.0451055335836,1.0
-0.08363218,1.0862056,-0.03808647,-0.11721,1.11401,-0.09123,-1.0117,-0.62109,-0.44922,-0.54,0.762,-0.93,0.45312,2.625,0.5625,0.39,2.355,0.39,-0.0527345,1.05275,-0.070313,-0.044,1.009,-0.056,0.277275724193,0.339478530659,0.163545443393,0.183032827822,0.298874437167,0.267948843866,0.0258796132311,0.0248699135983,0.000449958218165,6.42797454522e-05,0.000321398727261,0.000353538599987,0.0,0.000353538599987,-0.5103368121,0.0232715639958,0.18263613988,-0.17026557589,0.213291694537,-0.669799501958,0.0163433768457,0.064487931134,0.00947456447669,0.012278007562,0.065366952146,0.0159748398066,2.0
-0.04628907,0.9726094,-0.10113342,-0.0348,0.98742,-0.05809,-0.29297,-0.62109,-0.44922,-0.487,0.762,-0.279,0.22266,1.4375,0.5625,0.138,1.525,0.12,-0.054688,1.0039,-0.095703,-0.035,0.988,-0.059,0.0636859384047,0.203808551118,0.0918365646724,0.0600407269184,0.0821164706224,0.0440741099935,0.0119176628229,0.00617659371308,0.000224979109083,6.42797454522e-05,6.42797454522e-05,0.000321398727261,0.0,0.000128559490904,-0.289510112992,-0.412282557188,0.00689820105372,-0.692721518009,0.398651155592,-0.406920114907,0.00444879654732,0.0563249483896,0.00772710279378,0.00391949913696,0.0561701660049,0.00412628868064,2.0
